name,lats,lons,places,types
{'Скалатский замок '},{'49.426'},{'25.9729'},{'Тернополь'},"{'Архитектура, Религия'}"
{'Скалы МОПРа '},{'47.8875'},{'33.3078'},{'Кривой Рог'},{'Театры и музыка'}
{'Скальный храм '},{'48.3364'},{'28.119'},{'Могилев-Подольский'},"{'Архитектура, История, Религия'}"
{'Сквер Победы '},{'49.9987'},{'36.2354'},{'Харьков'},{'Музеи'}
{'Скифская могила '},{'46.1828'},{'30.3704'},{'Белгород-Днестровский'},"{'Музеи, Производство'}"
{'Скифские валы '},{'48.9459'},{'28.8834'},{'Немиров'},"{'Архитектура, История, Природа'}"
{'Склеп Фальц-Фейнов '},{'46.1924'},{'32.2515'},{'Железный Порт'},{'Природа'}
{'Смотричский каньон '},{'48.6775'},{'26.5784'},{'Каменец-Подольский'},"{'Архитектура, История'}"
{'Смотровая площадка ЖК Александровский '},{'50.4234'},{'30.4636'},{'Киев'},"{'Архитектура, Музеи'}"
{'Собор Александра Невского '},{'46.847'},{'35.3848'},{'Мелитополь'},"{'Активный отдых, Производство, Развлечения'}"
{'Собор Антония и Феодосия '},{'50.1804'},{'30.3204'},{'Васильков'},"{'Архитектура, История, Улицы, площади, видовые места'}"
{'Собор Касперовской Божьей Матери '},{'46.9665'},{'32.0046'},{'Николаев'},"{'Архитектура, Театры и музыка'}"
{'Собор Рождества Богородицы '},{'49.2157'},{'33.8518'},{'Кременчуг'},"{'Природа, Улицы, площади, видовые места'}"
{'Собор Рождества Богородицы '},{'46.9712'},{'31.9905'},{'Николаев'},"{'Архитектура, Театры и музыка'}"
{'Собор Рождества Пресвятой Богородицы '},{'48.5042'},{'32.2609'},{'Кропивницкий'},"{'История, Природа'}"
{'Собор Святого Духа '},{'50.7446'},{'33.4943'},{'Сумы'},"{'Архитектура, История'}"
{'Собор Успения Пресвятой Девы Марии '},{'49.9958'},{'36.2334'},{'Харьков'},"{'Активный отдых, Музеи, Развлечения'}"
{'Соборная площадь '},{'49.8386'},{'24.0352'},{'Львов'},"{'Архитектура, История'}"
{'Соленое озеро '},{'49.3284'},{'35.7941'},{'Харьков'},"{'Активный отдых, Музеи'}"
{'Соленое озеро '},{'47.7758'},{'32.2055'},{'Кропивницкий'},{'Природа'}
{'Софийский собор '},{'50.4529'},{'30.5149'},{'Киев'},"{'Архитектура, История'}"
{'Спасо-Преображенская церковь '},{'50.0306'},{'33.9432'},{'Миргород'},{'Музеи'}
{'Спасо-Преображенская церковь '},{'49.662'},{'25.753'},{'Тернополь'},"{'Архитектура, Рестораны, кафе'}"
{'Спасо-Преображенский кафедральный собор '},{'48.0107'},{'37.8055'},{'Донецк'},{'Монументы и памятники'}
{'Спасо-Преображенский кафедральный собор '},{'50.2575'},{'28.6574'},{'Житомир'},{'Монументы и памятники'}
{'Спасо-Преображенский монастырь '},{'52.0133'},{'33.2622'},{'Новгород-Северский'},{'Музеи'}
{'Спасо-Преображенский собор '},{'46.4833'},{'30.7312'},{'Одесса'},"{'Активный отдых, Монументы и памятники, Природа, Улицы, площади, видовые места'}"
{'Спасо-Преображенский собор '},{'49.793'},{'30.115'},{'Белая Церковь'},"{'Архитектура, Шоппинг'}"
{'Спасо-Преображенский собор '},{'48.458'},{'35.0664'},{'Днепр'},"{'Природа, Развлечения'}"
{'Спасо-Преображенский собор '},{'49.2329'},{'28.4753'},{'Винница'},"{'Архитектура, Музеи'}"
{'Спасо-Преображенский собор в Никополе '},{'47.566'},{'34.4023'},{'Кривой Рог'},{'Природа'}
{'Спасская церковь '},{'49.5844'},{'34.5643'},{'Полтава'},"{'Архитектура, Религия'}"
{'Спасский собор '},{'48.5308'},{'35.8671'},{'Павлоград'},"{'Архитектура, Религия'}"
{'Спортивно-стрелковый комплекс Сапсан '},{'50.5056'},{'30.8509'},{'Бровары'},"{'Архитектура, Религия'}"
{'Стадион Арена Львов '},{'49.7748'},{'24.0275'},{'Львов'},"{'Активный отдых, Развлечения, Транспорт'}"
{'Стадион Динамо '},{'50.4504'},{'30.535'},{'Киев'},{'Музеи'}
{'Стадион Металлист '},{'49.9808'},{'36.2617'},{'Харьков'},"{'Архитектура, История, Религия'}"
{'Старая водонапорная башня '},{'47.0978'},{'37.5471'},{'Мариуполь'},{'Природа'}
{'Старокиевская гора '},{'50.4582'},{'30.5162'},{'Киев'},{'Музеи'}
{'Старый университетский корпус '},{'49.9888'},{'36.2298'},{'Харьков'},"{'Архитектура, Религия'}"
{'Сторожевая башня доминиканского собора '},{'49.7537'},{'27.2218'},{'Хмельницкий'},"{'Архитектура, Религия'}"
{'Страусиная ферма Саванна '},{'47.261'},{'31.3209'},{'Николаев'},{'Природа'}
{'Страусиная ферма Страус-ленд '},{'48.0623'},{'33.1571'},{'Кривой Рог'},"{'Активный отдых, Природа, Улицы, площади, видовые места'}"
{'Страусиная ферма Страус-Юг '},{'46.8939'},{'35.3644'},{'Мелитополь'},{'Монументы и памятники'}
{'Сумской художественный музей '},{'50.9061'},{'34.8'},{'Сумы'},{'Театры и музыка'}
{'Тарасова гора '},{'49.7325'},{'31.5145'},{'Канев'},"{'Архитектура, Религия'}"
{'Театр имени Леся Курбаса '},{'49.842'},{'24.0255'},{'Львов'},{'Музеи'}
{'Театр Марии Заньковецкой '},{'49.8443'},{'24.0279'},{'Львов'},"{'Архитектура, Музеи'}"
{'Театр русской драмы '},{'50.4448'},{'30.5191'},{'Киев'},"{'Рестораны, кафе'}"
{'Теребовлянский замок '},{'49.2988'},{'25.6835'},{'Теребовля'},"{'Архитектура, Религия'}"
{'Термальный источник в Облои '},{'48.69'},{'31.73'},{'Голая Пристань'},{'Архитектура'}
{'Тернопольский драматический театр имени Т.Г.Шевченко '},{'49.554'},{'25.5948'},{'Тернополь'},{'Монументы и памятники'}
{'Тернопольский замок '},{'49.5533'},{'25.5877'},{'Тернополь'},"{'Архитектура, Религия, Рестораны, кафе'}"
{'Тернопольский краеведческий музей '},{'49.5493'},{'25.5928'},{'Тернополь'},{'Театры и музыка'}
{'Тернопольский пруд '},{'49.5653'},{'25.5792'},{'Тернополь'},"{'Архитектура, Религия, Рестораны, кафе'}"
{'Тернопольский художественный музей '},{'49.5572'},{'25.592'},{'Тернополь'},"{'Архитектура, История, Музеи'}"
{'Тёщин мост '},{'46.4906'},{'30.7374'},{'Одесса'},{'Архитектура'}
{'Тилигульский ландшафтный парк '},{'46.7129'},{'31.1996'},{'Коблево'},"{'Активный отдых, Развлечения'}"
{'Типография Ставропигийского института '},{'49.8423'},{'24.034'},{'Львов'},"{'Архитектура, История, Религия'}"
{'Токовский водопад '},{'47.6849'},{'33.9424'},{'Кривой Рог'},"{'История, Природа'}"
{'Токовский замок '},{'49.6384'},{'26.2267'},{'Тернополь'},"{'Архитектура, Религия'}"
{'Торговые ряды '},{'49.797'},{'30.1158'},{'Белая Церковь'},{'Музеи'}
{'Трахтемировский заповедник '},{'49.9844'},{'31.3408'},{'Канев'},{'Музеи'}
{'Трёх-Анастасиевский кафедральный собор '},{'51.679'},{'33.9103'},{'Глухов'},"{'Архитектура, История, Религия'}"
{'Трёхсвятительская церковь '},{'49.9745'},{'36.2294'},{'Харьков'},"{'Архитектура, История, Религия'}"
{'Трехсвятительская церковь '},{'50.992'},{'31.1339'},{'Чернигов'},{'Монументы и памятники'}
{'Трикратский лес (Лабиринт) '},{'47.7165'},{'31.4047'},{'Вознесенск'},"{'Активный отдых, Производство, Развлечения'}"
{'Тринитарский костел '},{'48.6735'},{'26.5703'},{'Каменец-Подольский'},"{'Архитектура, История, Религия'}"
{'Трипольский парк '},{'49.9702'},{'31.0445'},{'Ржищев'},{'Музеи'}
{'Троицкая церковь '},{'49.824'},{'34.5247'},{'Полтава'},{'Музеи'}
{'Троицкая церковь '},{'48.6779'},{'26.5746'},{'Каменец-Подольский'},"{'Архитектура, История'}"
{'Троицкая церковь в Жолкве '},{'50.0554'},{'23.9823'},{'Львов'},"{'Архитектура, Религия'}"
{'Троицкий костел '},{'49.4002'},{'25.6061'},{'Теребовля'},{'Религия'}
{'Троицкий костел в Любомле '},{'51.2283'},{'24.042'},{'Шацк'},"{'Архитектура, История, Религия'}"
{'Троицкий костел в Олыке '},{'50.7219'},{'25.8112'},{'Луцк'},{'Природа'}
{'Троицкий собор '},{'48.6279'},{'35.2636'},{'Новомосковск'},"{'Улицы, площади, видовые места'}"
{'Троллей Скай Парк '},{'50.4545'},{'30.5301'},{'Киев'},"{'Архитектура, Религия'}"
{'Тропа Довбуша '},{'48.4367'},{'24.5563'},{'Ивано-Франковск'},"{'Рестораны, кафе'}"
{'Трускавецкий Епархиальный музей '},{'49.2771'},{'23.5086'},{'Трускавец'},"{'Архитектура, Природа'}"
{'Турецкий бастион '},{'48.68'},{'26.5733'},{'Каменец-Подольский'},{'Природа'}
{'Узруевские источники '},{'52.1249'},{'33.0677'},{'Новгород-Северский'},{'Музеи'}
{'Улица Ольги Кобылянской '},{'48.2893'},{'25.937'},{'Черновцы'},"{'Архитектура, Музеи'}"
{'Уневская лавра '},{'49.7227'},{'24.5951'},{'Золочев'},{'Природа'}
{'Урочище Городок '},{'51.3307'},{'33.8629'},{'Глухов'},{'Архитектура'}
{'Урочище Дробицкий Яр '},{'49.9328'},{'36.4399'},{'Харьков'},"{'Активный отдых, Архитектура'}"
{'Урочище Каскады '},{'48.4421'},{'31.4972'},{'Кропивницкий'},"{'Архитектура, История'}"
{'Урочище Китаево '},{'50.3671'},{'30.5418'},{'Киев'},"{'История, Музеи'}"
{'Урочище Нескучное '},{'50.4755'},{'34.9255'},{'Тростянец (Сумская обл.)'},"{'Архитектура, Религия'}"
{'Усадьба Асмолова '},{'50.9183'},{'34.8176'},{'Сумы'},"{'Архитектура, Религия'}"
{'Усадьба в Ивнице '},{'50.1527'},{'29.0383'},{'Житомир'},"{'Архитектура, История'}"
{'Усадьба в Мурованых Куриловцах '},{'48.7244'},{'27.5239'},{'Винница'},{'История'}
{'Усадьба Ганских '},{'49.8205'},{'29.2972'},{'Белая Церковь'},"{'Архитектура, История'}"
{'Усадьба Закревских '},{'50.3201'},{'32.2473'},{'Пирятин'},"{'Музеи, Природа'}"
{'Усадьба Качановка '},{'50.8368'},{'32.6553'},{'Бахмач'},"{'Архитектура, Религия'}"
{'Усадьба Куликовских '},{'49.8133'},{'35.96'},{'Харьков'},{'Архитектура'}
{'Усадьба Курисов '},{'46.964'},{'30.9653'},{'Одесса'},"{'Активный отдых, Природа'}"
{'Усадьба Натальевка '},{'50.0758'},{'35.2816'},{'Харьков'},{'Музеи'}
{'Усадьба Попова '},{'47.4467'},{'35.2769'},{'Запорожье'},"{'Архитектура, Религия'}"
{'Усадьба Потоцких '},{'48.862'},{'28.7106'},{'Немиров'},"{'История, Улицы, площади, видовые места'}"
{'Усадьба Репниных '},{'50.2633'},{'31.765'},{'Переяслав-Хмельницкий'},"{'Архитектура, Религия'}"
{'Усадьба Терещенко в Андрушевке '},{'50.0349'},{'29.0101'},{'Житомир'},"{'Архитектура, История, Природа'}"
{'Усадьба Терещенко в Червоном '},{'49.9582'},{'28.8771'},{'Житомир'},"{'Архитектура, Религия'}"
{'Усадьба Трубецкого '},{'46.7844'},{'33.3499'},{'Новая Каховка'},"{'Архитектура, История, Религия'}"
{'Усадьба Чечеля '},{'49.7663'},{'27.3989'},{'Хмельницкий'},{'Религия'}
{'Усадьба-музей Ивана Франко '},{'49.3668'},{'23.3627'},{'Дрогобыч'},"{'Архитектура, Религия'}"
{'Усадьба-музей Тараса Шевченко '},{'49.2581'},{'31.008'},{'Корсунь-Шевченковский'},{'Монументы и памятники'}
{'Успенская (Вознесенская) церковь '},{'48.3637'},{'25.7788'},{'Черновцы'},"{'Рестораны, кафе'}"
{'Успенская церковь '},{'48.8923'},{'34.4652'},{'Днепр'},"{'Архитектура, Религия'}"
{'Успенская церковь '},{'49.8421'},{'24.0345'},{'Львов'},"{'Архитектура, История'}"
{'Успенская церковь '},{'50.7987'},{'33.1158'},{'Бахмач'},"{'Архитектура, Религия, Улицы, площади, видовые места'}"
{'Успенская церковь '},{'49.0854'},{'24.6975'},{'Ивано-Франковск'},"{'Архитектура, Музеи, Религия'}"
{'Успенская церковь Богородицы Пирогощей '},{'50.4633'},{'30.5166'},{'Киев'},"{'Архитектура, Религия'}"
{'Успенский кафедральный собор '},{'50.8428'},{'24.3148'},{'Луцк'},{'Музеи'}
{'Успенский костел '},{'49.0616'},{'25.3935'},{'Бучач'},"{'Архитектура, Религия'}"
{'Успенский собор '},{'46.4856'},{'30.7325'},{'Одесса'},{'Музеи'}
{'Успенский собор '},{'49.9899'},{'36.2305'},{'Харьков'},"{'Рестораны, кафе'}"
{'Успенский собор '},{'49.7523'},{'31.4599'},{'Канев'},"{'История, Природа'}"
{'Успенский собор '},{'50.6968'},{'34.5035'},{'Сумы'},{'Монументы и памятники'}
{'Успенский собор '},{'47.9771'},{'25.8835'},{'Черновцы'},"{'Рестораны, кафе'}"
{'Федотова коса '},{'46.2781'},{'35.2852'},{'Кирилловка'},"{'Активный отдых, Природа'}"
{'Флоровский монастырь '},{'50.4634'},{'30.5133'},{'Киев'},"{'Архитектура, История, Религия'}"
{'Флотский бульвар '},{'46.9783'},{'31.9914'},{'Николаев'},{'Музеи'}
{'Фонтан Самсон '},{'50.4651'},{'30.5157'},{'Киев'},{'Музеи'}
{'Францисканский монастырь в Городке '},{'49.7864'},{'23.6398'},{'Львов'},{'Природа'}
{'Харьковская детская железная дорога '},{'50.0217'},{'36.2519'},{'Харьков'},{'Архитектура'}
{'Харьковская зооветеринарная академия '},{'50.0787'},{'36.1634'},{'Харьков'},"{'Активный отдых, Транспорт'}"
{'Харьковская канатная дорога '},{'50.0203'},{'36.2468'},{'Харьков'},{'Архитектура'}
{'Харьковский дельфинарий «Немо» '},{'50.0007'},{'36.2281'},{'Харьков'},"{'Улицы, площади, видовые места'}"
{'Харьковский исторический музей '},{'49.9926'},{'36.2305'},{'Харьков'},"{'Архитектура, История, Религия'}"
{'Харьковский лесопарк '},{'50.0387'},{'36.2563'},{'Харьков'},"{'Активный отдых, Развлечения'}"
{'Харьковский планетарий им.Ю.А.Гагарина '},{'49.9958'},{'36.2287'},{'Харьков'},"{'Архитектура, Театры и музыка'}"
{'Харьковский русский драматический театр имени Пушкина '},{'49.9973'},{'36.2364'},{'Харьков'},"{'Архитектура, История, Религия'}"
{'Харьковский театр оперы и балета '},{'49.999'},{'36.2323'},{'Харьков'},{'Развлечения'}
{'Харьковский художественный музей '},{'49.9991'},{'36.2386'},{'Харьков'},"{'Улицы, площади, видовые места'}"
{'Херсонская крепость '},{'46.6398'},{'32.6274'},{'Херсон'},{'Монументы и памятники'}
{'Херсонский краеведческий музей '},{'46.6293'},{'32.6103'},{'Херсон'},"{'Архитектура, Религия'}"
{'Херсонский музыкально-драматический театр '},{'46.6338'},{'32.6124'},{'Херсон'},"{'Архитектура, Религия'}"
{'Херсонский художественный музей '},{'46.6298'},{'32.6096'},{'Херсон'},"{'Архитектура, Религия'}"
{'Хомутовская степь '},{'47.292'},{'38.1728'},{'Мариуполь'},{'Театры и музыка'}
{'Хоральная синагога '},{'49.9931'},{'36.2354'},{'Харьков'},{'Театры и музыка'}
{'Хотинский национальный природный парк '},{'48.5094'},{'26.4919'},{'Хотин'},"{'Архитектура, Религия'}"
{'Храм Архангела Михаила '},{'49.807'},{'35.9568'},{'Харьков'},{'Архитектура'}
{'Храм Белый Лотос '},{'49.4562'},{'32.0529'},{'Черкассы'},{'Монументы и памятники'}
{'Храм Всех Святых '},{'46.78'},{'32.248'},{'Николаев'},"{'Архитектура, Музеи'}"
{'Храм Иверской иконы Божией Матери '},{'48.4963'},{'35.1343'},{'Днепр'},"{'Архитектура, Религия'}"
{'Храм Похвалы Божией Матери '},{'48.4936'},{'35.9384'},{'Павлоград'},"{'Архитектура, Религия'}"
{'Храм Рождества Богородицы '},{'45.3988'},{'29.5928'},{'Вилково'},"{'История, Музеи'}"
{'Храм Рождества Пресвятой Богородицы '},{'49.5581'},{'27.9554'},{'Хмельник'},"{'Архитектура, История'}"
{'Храм Святого Евгения '},{'49.8372'},{'29.6564'},{'Буки'},"{'Архитектура, Производство'}"
{'Храм Святого Пантелеймона '},{'49.1337'},{'24.6943'},{'Ивано-Франковск'},"{'Архитектура, Музеи, Религия'}"
{'Храм Собора Богородицы '},{'49.5507'},{'27.941'},{'Хмельник'},"{'Архитектура, История'}"
{'Художественный музей им. В. В. Верещагина '},{'46.9734'},{'31.9861'},{'Николаев'},"{'Архитектура, Религия'}"
{'Царская ротонда '},{'47.5679'},{'31.3315'},{'Вознесенск'},"{'Активный отдых, Производство, Развлечения'}"
{'Цветочные часы '},{'47.9052'},{'33.392'},{'Кривой Рог'},{'Музеи'}
{'Целебные источники '},{'46.9714'},{'35.4289'},{'Мелитополь'},"{'Архитектура, Религия'}"
{'Центр Медовый дом '},{'50.7464'},{'25.3239'},{'Луцк'},"{'Архитектура, История'}"
